run_id,kernel,mode,bound_mode,rank,tag,iteration,breaks,f_mhz,P_mean_mW,P_upper_mW,power_cap_mW,predicted_headroom_mW
SIM_DIR-1784850421,SIM_DIR,capstone_ii,,2,SPEC,106,106,353.0,1093.2065162200727,1276.7665162200726,1300.0,23.233483779927383
SIM_DIR-1784850421,SIM_DIR,capstone_ii,,3,SPEC,105,105,350.0,1082.9245932569092,1264.9245932569092,1300.0,35.07540674309075
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_1x,fit_1x,0,ANCHOR,125,125,392.0,1235.0223364659707,1296.872334720199,1300.0,3.127665279801022
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_1x,fit_1x,1,SPEC,124,124,392.0,1233.9176817946654,1295.7124473153283,1300.0,4.287552684671709
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_1x,fit_1x,2,SPEC,123,123,392.0,1232.812738804782,1294.5522571759507,1300.0,5.447742824049328
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_1x,fit_1x,3,SPEC,122,122,386.0,1212.8551826300115,1273.596823192442,1300.0,26.40317680755811
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_2x,fit_2x,0,ANCHOR,116,116,377.0,1178.1931279791427,1296.1102036389161,1300.0,3.8897963610838815
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_2x,fit_2x,1,SPEC,115,115,376.0,1174.0059028656526,1291.504256014077,1300.0,8.4957439859229
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_2x,fit_2x,2,SPEC,114,114,375.0,1169.8240393384137,1286.9042061341145,1300.0,13.095793865885526
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_2x,fit_2x,3,SPEC,113,113,374.0,1165.6475383266213,1282.3100550211427,1300.0,17.689944978857284
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity,fit_activity,0,ANCHOR,117,117,379.0,1185.5136591074584,1292.3078750028033,1300.0,7.692124997196743
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity,fit_activity,1,SPEC,116,116,377.0,1178.1931279791427,1284.3284960729388,1300.0,15.671503927061167
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity,fit_activity,2,SPEC,115,115,376.0,1174.0059028656526,1279.7644206992347,1300.0,20.235579300765266
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity,fit_activity,3,SPEC,114,114,375.0,1169.8240393384137,1275.2061894545443,1300.0,24.7938105454557
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,0,ANCHOR,111,111,373.0,1160.4216175403906,1299.7695270794688,1300.0,0.23047292053115598
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,1,SPEC,110,110,370.0,1150.0420584739986,1288.1444209251094,1300.0,11.855579074890557
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,2,SPEC,109,109,365.0,1133.4685187327648,1269.5820564149276,1300.0,30.417943585072408
SIM_DIR-1784850421,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,3,SPEC,108,108,360.0,1116.9229886261344,1251.0510626955017,1300.0,48.94893730449826
SIM_DIR-1784850421,SIM_DIR,capstone_iii_full,full,0,ANCHOR,108,108,360.0,1116.9229886261344,1284.5580812128437,1300.0,15.441918787156283
SIM_DIR-1784850421,SIM_DIR,capstone_iii_full,full,1,SPEC,107,107,354.0,1097.3058079350917,1261.9983234181445,1300.0,38.00167658185546
SIM_DIR-1784850421,SIM_DIR,capstone_iii_full,full,2,SPEC,106,106,353.0,1093.2065162200727,1257.2841379458728,1300.0,42.71586205412723
SIM_DIR-1784850421,SIM_DIR,capstone_iii_full,full,3,SPEC,105,105,350.0,1082.9245932569092,1245.4599265382346,1300.0,54.54007346176536
