run_id,kernel,mode,bound_mode,iteration,breaks,f_mhz,II,raw_AHA_II,effective_power_II,P_mean_mW,P_mean_dyn_mW,P_mean_leak_mW,P_upper_anchor_mW,P_upper_spec_mW,P_upper_robust_mW,P_effective_stop_upper_mW,cap_mW,safe,stopped_here,active_after,P_oracle_mW,success,delta_cap_pct
SIM_DIR-1784848446,SIM_DIR,baseline,,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,222.63374916567716,199.60267166577955,,199.60267166577955,,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_i,,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,222.63374916567716,199.60267166577955,,199.60267166577955,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_ii,,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,177.54051666598426,168.54051666598426,,168.54051666598426,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_1x,fit_1x,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,,,161.31642393021318,161.31642393021318,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_2x,fit_2x,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,,,168.99233119444207,168.99233119444207,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_activity,fit_activity,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,,,167.4571497415963,167.4571497415963,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,,,172.06269410013365,172.06269410013365,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_full,full,0,0,55.0,0.0,0.0,1.0,153.54051666598426,153.51814528457845,0.022371381405792683,,,176.66823845867103,176.66823845867103,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,baseline,,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,239.07469908723348,214.34283366441625,,214.34283366441625,,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_i,,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,239.07469908723348,214.34283366441625,,214.34283366441625,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_ii,,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,188.87910281878172,179.87910281878172,,179.87910281878172,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_1x,fit_1x,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,,,173.22193939065053,173.22193939065053,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_2x,fit_2x,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,,,181.4647759625193,181.4647759625193,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_activity,fit_activity,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,,,179.81620864814556,179.81620864814556,1200.0,True,False,True,,,
SIM_DIR-1784848446,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,1,1,59.0,0.0,0.0,1.0,164.87910281878172,164.8567314373759,0.022371381405792683,,,184.76191059126683,184.76191059126683,1200.0,True,False,True,,,
