run_id,kernel,timing_method,successful_post_pnr_iterations,candidate_evaluations_including_iteration_0,trajectory_iterations,trajectory_breaks,sta_total_s,sta_per_iteration_s,sta_share_pct,pipelining_total_s,pipelining_per_iteration_s,pipelining_share_pct,capstone_predictor_total_s,capstone_predictor_per_iteration_s,capstone_predictor_share_pct,post_pnr_iterations_total_s,post_pnr_iteration_mean_s,pipeline_search_loop_total_s,signoff_power_s,baseline_compile_estimate_s,capstone_i_compile_estimate_s,capstone_ii_compile_estimate_s,capstone_iii_compile_estimate_s,baseline_normalized_compile_time,capstone_i_normalized_compile_time,capstone_ii_normalized_compile_time,capstone_iii_normalized_compile_time,controller_total_s_json
SIM_DIR-1784848446,SIM_DIR,shared_trajectory_component_accounting,147,148,147,147,698.6923077562824,4.753008896301241,82.08985905101054,138.37172987265512,0.941304284847994,16.257393527585503,1.6536058182828128,0.011249019171991925,0.194283330504502,851.1310846838169,5.790007378801476,851.2225359152071,,840.2291668034159,476.23009523563087,615.8309901799075,563.1168125718832,1.0,0.5667859603677052,0.7329321743528457,0.6701943170030811,"{""baseline"": 1.5008466262370348, ""capstone_i"": 0.817562866024673, ""capstone_ii"": 1.0787710756994784, ""capstone_iii_fit_1x"": 1.0834917314350605, ""capstone_iii_fit_2x"": 1.0470637227408588, ""capstone_iii_fit_activity"": 1.0751480204053223, ""capstone_iii_fit_activity_pvt"": 0.9945694897323847, ""capstone_iii_full"": 0.977654367685318}"
SIM_DIR-1784850421,SIM_DIR,shared_trajectory_component_accounting,147,148,147,147,719.3805162399076,4.893745008434745,83.56887489286946,117.92934163892642,0.8022404193124246,13.699595937256753,1.6525518135167658,0.011241849071542624,0.1919733613020335,860.8235029634088,5.855942197029992,860.9805214079097,,840.5400671805255,514.5182497473434,602.2444059103727,608.1791091542691,1.0,0.612128165969795,0.716496963589752,0.7235575469879992,"{""baseline"": 1.566482407040894, ""capstone_i"": 0.9143173820339143, ""capstone_ii"": 1.084651452023536, ""capstone_iii_fit_1x"": 1.2711576046422124, ""capstone_iii_fit_2x"": 1.1871238755993545, ""capstone_iii_fit_activity"": 1.1974632586352527, ""capstone_iii_fit_activity_pvt"": 1.1220040144398808, ""capstone_iii_full"": 1.087120108306408}"
