run_id,kernel,timing_method,successful_post_pnr_iterations,candidate_evaluations_including_iteration_0,trajectory_iterations,trajectory_breaks,sta_total_s,sta_per_iteration_s,sta_share_pct,pipelining_total_s,pipelining_per_iteration_s,pipelining_share_pct,capstone_predictor_total_s,capstone_predictor_per_iteration_s,capstone_predictor_share_pct,post_pnr_iterations_total_s,post_pnr_iteration_mean_s,pipeline_search_loop_total_s,signoff_power_s,baseline_compile_estimate_s,capstone_i_compile_estimate_s,capstone_ii_compile_estimate_s,capstone_iii_compile_estimate_s,baseline_normalized_compile_time,capstone_i_normalized_compile_time,capstone_ii_normalized_compile_time,capstone_iii_normalized_compile_time,controller_total_s_json
SIM_DIR-1784876009,SIM_DIR,shared_trajectory_component_accounting,114,115,114,114,305.3198029003106,2.6782438850904438,87.86884755905548,32.17609290918335,0.28224642902792413,9.260048565556577,0.7092020744457841,0.00622107082847179,0.2041032660707876,347.4721831250936,3.04800160636047,347.5238197259605,,338.8754918850027,338.87036590324715,338.87125382805243,338.86767690535635,1.0,0.999984873554216,0.9999874937637813,0.9999769384926515,"{""baseline"": 0.6648114011622965, ""capstone_i"": 0.6596854194067419, ""capstone_ii"": 0.6605733442120254, ""capstone_iii_fit_1x"": 0.6521973451599479, ""capstone_iii_fit_2x"": 0.6497679273597896, ""capstone_iii_fit_activity"": 0.650099404156208, ""capstone_iii_fit_activity_pvt"": 0.6507881856523454, ""capstone_iii_full"": 0.6569964215159416}"
