run_id,kernel,mode,bound_mode,iteration,breaks,f_mhz,II,raw_AHA_II,effective_power_II,P_mean_mW,P_mean_dyn_mW,P_mean_leak_mW,P_upper_anchor_mW,P_upper_spec_mW,P_upper_robust_mW,P_effective_stop_upper_mW,cap_mW,safe,stopped_here,active_after,P_oracle_mW,success,delta_cap_pct
SIM_DIR-1784853860,SIM_DIR,baseline,,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,157.57407809841982,141.2733113985833,,141.2733113985833,,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_i,,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,157.57407809841982,141.2733113985833,,141.2733113985833,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_ii,,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,172.67177799891022,148.67177799891022,,148.67177799891022,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_1x,fit_1x,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,,,114.20443963554094,114.20443963554094,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_2x,fit_2x,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,,,119.63710127217166,119.63710127217166,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity,fit_activity,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,,,118.55056894484552,118.55056894484552,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,,,121.81016592682396,121.81016592682396,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_full,full,0,0,53.0,0.0,0.0,1.0,108.67177799891023,108.65323273261448,0.01854526629575063,,,125.06976290880237,125.06976290880237,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,baseline,,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,175.64943804601455,157.47880652401307,,157.47880652401307,,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_i,,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,175.64943804601455,157.47880652401307,,157.47880652401307,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_ii,,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,185.13754348001004,161.13754348001004,,161.13754348001004,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_1x,fit_1x,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,,,127.29349339069574,127.29349339069574,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_2x,fit_2x,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,,,133.34944330138146,133.34944330138146,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity,fit_activity,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,,,132.1382533192443,132.1382533192443,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,,,135.77182326565574,135.77182326565574,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_full,full,1,1,59.0,0.0,0.0,1.0,121.13754348001004,121.11899821371429,0.01854526629575063,,,139.40539321206717,139.40539321206717,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,baseline,,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,178.86982517837356,160.36605015992114,,160.36605015992114,,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_i,,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,178.86982517837356,160.36605015992114,,160.36605015992114,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_ii,,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,187.35850012301626,163.35850012301626,,163.35850012301626,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_1x,fit_1x,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,,,129.62549786585225,129.62549786585225,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_2x,fit_2x,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,,,135.7924956086883,135.7924956086883,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity,fit_activity,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,,,134.5590960601211,134.5590960601211,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,,,138.25929470582273,138.25929470582273,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_full,full,2,2,60.0,0.0,0.0,1.0,123.35850012301626,123.33995485672051,0.01854526629575063,,,141.95949335152432,141.95949335152432,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,baseline,,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,191.0525002163418,171.2884484698237,,171.2884484698237,,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_i,,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,191.0525002163418,171.2884484698237,,171.2884484698237,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_ii,,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,195.76034497678745,171.76034497678745,,171.76034497678745,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_1x,fit_1x,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,,,138.447434962312,138.447434962312,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_2x,fit_2x,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,,,145.03452494783662,145.03452494783662,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity,fit_activity,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,,,143.71710695073168,143.71710695073168,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_fit_activity_pvt,fit_activity_pvt,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,,,147.66936094204644,147.66936094204644,1000.0,True,False,True,,,
SIM_DIR-1784853860,SIM_DIR,capstone_iii_full,full,3,3,64.0,0.0,0.0,1.0,131.76034497678745,131.7417997104917,0.01854526629575063,,,151.6216149333612,151.6216149333612,1000.0,True,False,True,,,
