run_id,kernel,timing_method,successful_post_pnr_iterations,candidate_evaluations_including_iteration_0,trajectory_iterations,trajectory_breaks,sta_total_s,sta_per_iteration_s,sta_share_pct,pipelining_total_s,pipelining_per_iteration_s,pipelining_share_pct,capstone_predictor_total_s,capstone_predictor_per_iteration_s,capstone_predictor_share_pct,post_pnr_iterations_total_s,post_pnr_iteration_mean_s,pipeline_search_loop_total_s,signoff_power_s,baseline_compile_estimate_s,capstone_i_compile_estimate_s,capstone_ii_compile_estimate_s,capstone_iii_compile_estimate_s,baseline_normalized_compile_time,capstone_i_normalized_compile_time,capstone_ii_normalized_compile_time,capstone_iii_normalized_compile_time,controller_total_s_json
SIM_DIR-1784863204,SIM_DIR,shared_trajectory_component_accounting,122,123,122,122,349.5625576307066,2.865266865825464,83.03670061345508,39.4480457236059,0.3233446370787369,9.370670545320467,0.8427056828513741,0.0069074236299292964,0.20018019082613536,420.97356355469674,3.4506029799565305,421.0312458141707,,390.6535795419477,198.77809306466952,215.45524536957964,218.7568421610631,1.0,0.5088346900538897,0.5515250765709275,0.5599765460169638,"{""baseline"": 0.7942923670634627, ""capstone_i"": 0.4039506227709353, ""capstone_ii"": 0.4324832479469478, ""capstone_iii_fit_1x"": 0.5136856180615723, ""capstone_iii_fit_2x"": 0.46937177423387766, ""capstone_iii_fit_activity"": 0.46840749168768525, ""capstone_iii_fit_activity_pvt"": 0.44210598571226, ""capstone_iii_full"": 0.4293954740278423}"
